SKILL_20150317_000001	攻击
SKILL_20150317_002135	[Slow] is inflicted on small, medium, large monsters for 3, 2, 1 second(s) when using [横砍].
SKILL_20150317_002136	Shield Charge: Knock back
SKILL_20150317_002137	Knock back distance of [Shield Charge] 增加 by 1m per level.
SKILL_20150317_002138	Counter 刺击: Deprotect
SKILL_20150317_002139	Skills across the state of 5 秒 in the counter 刺击] to 攻击 during each level to 10% of the probability of [di Protect] - Remove the existing 

functionality
SKILL_20150317_002140	盾牌推撞: Unbalance
SKILL_20150317_002141	Making knock down 攻击 on 敌人 under [Unbalance] with [盾牌推撞] gives additional 伤害 of 20% of 物理 伤害.
SKILL_20150317_002142	盾牌猛击: Flame
SKILL_20150317_002143	Spreads [Flame] equal to amount of 特性等级 when killing 敌人 under [Flame] with [盾牌猛击].
SKILL_20150317_002144	Cyclone: Moving
SKILL_20150317_002145	Can move while using [Cyclone].
SKILL_20150317_002146	Double Pay Earn: 攻击 伤害
SKILL_20150317_002147	伤害 is reduced to 2x from 3x when skill [Double Pay Earn] is enabled.
SKILL_20150317_002148	Disqualification: Cloth Armor
SKILL_20150317_002149	Apply effects of [Mordschlag] on 敌人 with leather armor also to choth armor.
SKILL_20150317_002150	Painbarrier: 移动速度
SKILL_20150317_002151	移动速度 增加 by 5% 每特性等级 以及 evasion 减少 by 10% 每特性等级 when using [苦痛屏障].
SKILL_20150317_002152	Cyclone: Arrow flick
SKILL_20150317_002153	Basic arrow 攻击 of 敌人 bounces by chance of 10% 每特性等级 when using [Cyclone].
SKILL_20150317_002154	催眠:maintain debuff
SKILL_20150317_002155	敌人 under [催眠] will not wake up even if 攻击ed by 1% chance per attribute elvel but dauration will 减少by 0.5 秒 每特性等级.
SKILL_20150317_002156	反射盾: Reflect 伤害
SKILL_20150317_002157	Reflection 伤害 of [反射盾] is added 每特性等级, 以及 hit 伤害 is reduced.
SKILL_20150317_002158	反射盾: Defense
SKILL_20150317_002159	Defense 增加 by 5% per level while the skill [反射盾] is enabled
SKILL_20150317_002160	能量矢: Additional 催眠 伤害
SKILL_20150317_002161	攻击 monster in [催眠] state with [能量矢] to give additional 伤害 of 50% of 魔法 攻击.
SKILL_20150317_002162	倦怠 : 持续时间
SKILL_20150317_002163	持续时间 of [倦怠] will 增加 by 2 秒 per level
SKILL_20150317_002164	倦怠: Strike
SKILL_20150317_002165	敌人 under [倦怠] receive additional 伤害 of 20% of hit 攻击.
SKILL_20150317_002166	快速咏唱: 魔法 伤害
SKILL_20150317_002167	魔法 伤害 of next 攻击 增加 by 10% 每特性等级 when [快速咏唱] is enabled.
SKILL_20150317_002168	火ball: Flame debuff
SKILL_20150317_002169	敌人 receives 火 伤害 for 5 秒 at 10% chance 每特性等级 when 攻击ed with [火球].
SKILL_20150317_002170	火墙: 增加 火 抗性
SKILL_20150317_002171	火 属性 攻击 增加 by 5 每特性等级 for 5 秒 when allies step on [火墙].
SKILL_20150317_002172	地狱吐息: Rotate direction
SKILL_20150317_002173	Can change direction when using [地狱吐息e]
SKILL_20150317_002174	地狱吐息: Knock back
SKILL_20150317_002175	敌人 hit with [地狱吐息e] is pushed away at 10% chance 每特性等级.
SKILL_20150317_002176	Enchanted 火: 火 attribute 抗性 增加
SKILL_20150317_002177	Character's 火 resistnace 增加 by 5 per level 以及 冰 reistance 减少 by 5 per level when using [火焰附魔]
SKILL_20150317_002178	Enchanted 火: 火 attribute 抗性 减少
SKILL_20150317_002179	火 抗性 of 敌人 within range of [火焰附魔] 减少 by 10% 每特性等级 for 5 秒.
SKILL_20150317_002180	火柱: Pull
SKILL_20150317_002181	[火柱] pulls 敌人 nearby. Higher 特性等级 增加 range of 敌人 pulled.
SKILL_20150317_002182	Staff Mastery : 火
SKILL_20150317_002183	[Staff] when worn the series weapon, 火 属性 攻击 force of character will 增加 5 for each level of features.
SKILL_20150317_002184	冰 Bolt: Chance of Freeze
SKILL_20150317_002185	Chance of 敌人 hit by [冰 Bolt] to [Freeze] incerase by 10% 每特性等级.
SKILL_20150317_002186	Gust: Collision 伤害
SKILL_20150317_002187	敌人 receive 50% of 魔法 攻击 as 伤害 when hitting wall after being pushed away with [Gust].
SKILL_20150317_002188	冰 Blast: Splash freeze
SKILL_20150317_002189	敌人 攻击ed with [冰 Blast] falls under [Freeze] by chance of 10% 每特性等级.
SKILL_20150317_002190	Telekinesis: Forced move
SKILL_20150317_002191	Inflict 伤害 of 20% of 魔法 攻击 to 敌人 nearby when 传送ing through [Telekinesis]
SKILL_20150317_002192	Psychic Pressure: Stan
SKILL_20150317_002193	敌人 falls under [Stun] for 1 second by 10% chance 每特性等级 when hit with [Psychic Pressure].
SKILL_20150317_002194	Gravity Pole: Evasion
SKILL_20150317_002195	Evasion 增加 by 10 每特性等级 when using [Gravity Pull].
SKILL_20150317_002196	Magnetic Force: Stun
SKILL_20150317_002197	敌人 攻击ed with [Magnetic Force] falls under [Stun] for 1 秒 at chance of 5% 每特性等级.
SKILL_20150317_002198	Gravity Pole: 减少 Defense
SKILL_20150317_002199	物理防御 of 敌人 drawn in skill [Gravity Pole] is reduced by 5% 每特性等级.
SKILL_20150317_002200	Raise: Large monster
SKILL_20150317_002201	[Raise] also applies to large monsters.
SKILL_20150317_002202	物理 link: Defense
SKILL_20150317_002203	物理防御 增加d by [Connected party members + 特性等级] when [物理 Link] is enabled.
SKILL_20150317_002204	Hangman's Knot: Additional 伤害
SKILL_20150317_002205	敌人 receive 20% of 魔法 伤害 每特性等级 when 攻击ed with [Hangman's Knot].
SKILL_20150317_002206	Umbilical cord: Remaining defense
SKILL_20150317_002207	物理防御 remains by 10% 每特性等级 when using [Umbilical Cord]
SKILL_20150317_002208	Spiritual Chain: 持续时间
SKILL_20150317_002209	持续时间 of [Spiritual Chain] 增加 by 2 秒 每特性等级.
SKILL_20150317_002210	Joint penalty: Additional 伤害
SKILL_20150317_002211	敌人 touching [Joint Penalty] receives additional 伤害 of 20% of 魔法 伤害.
SKILL_20150317_002212	Hangman's Knot: Splash defense
SKILL_20150317_002213	Spash defense of 敌人 gathered through [Hangman's Knot] 减少 by 1.
SKILL_20150317_002214	Swell Body: 移动速度 减少
SKILL_20150317_002215	移动速度 of 敌人 enlarged by [Swell Body] 减少 by 10% 每特性等级 以及 物理, 魔法 攻击 增加 by 5% 每特性等级.
SKILL_20150317_002216	Shrink Body: 增加 移动速度
SKILL_20150317_002217	Movement of 敌人 shrinked with [Shrink Body] 增加 by 5% 每特性等级 以及 物理, 魔法 攻击 增加 by 10% 每特性等级.
SKILL_20150317_002218	Swell Body: Add 伤害
SKILL_20150317_002219	Give 伤害 of 30% of 魔法 攻击 每特性等级 when size is changed by skill [Size Enlarge].
SKILL_20150317_002220	Shrink Body: Add 伤害
SKILL_20150317_002221	Give 伤害 of 30% of 魔法 攻击 每特性等级 when size is changed by skill [Size Shrink].
SKILL_20150317_002222	Swell Right Arm: 持续时间
SKILL_20150317_002223	持续时间 of [Swell Right Arm] 增加 by 1 second 每特性等级.
SKILL_20150317_002224	Electrocute: Freezing 魔法 伤害
SKILL_20150317_002225	Give additional 伤害 of 50% of 魔法 攻击 每特性等级 when using [Electrocute] on 敌人 under [Freeze].
SKILL_20150317_002226	Stone Curse: 增加 numebr os stone
SKILL_20150317_002227	Number of [Petrify] using [Stone Curse] 增加 by 特性等级.
SKILL_20150317_002228	Prominence: Prominence w以及ering
SKILL_20150317_002229	Prominence [Prominence] w以及ers in a smaller range.
SKILL_20150317_002230	Hail: Freeze
SKILL_20150317_002231	敌人 攻击ed with [Hail] falls under [Freeze] at 5% chance 每特性等级.
SKILL_20150317_002232	Meteor: Evasion
SKILL_20150317_002233	Evasion 增加 by 10 每特性等级 when charging [Meteor].
SKILL_20150317_002234	Elementalist: 抗性
SKILL_20150317_002235	火, 冰, Lightning 抗性 增加 by 5 每特性等级.
SKILL_20150317_002236	Quicken: Critical occurrence
SKILL_20150317_002237	Chance of critical for skill [Quicken]增加 by 5% 每特性等级, while evasion is reduced by 2%每特性等级.
SKILL_20150317_002238	Slow : Critical defense
SKILL_20150317_002239	Critical 抗性 of 敌人 under [Slow] 减少 by the amount of character's intelligence.
SKILL_20150317_002240	Samsara : Two
SKILL_20150317_002241	When 敌人 revives after [Samsara], two appear by 1% chance 每特性等级.
SKILL_20150317_002242	Stop : Control Boss Monster
SKILL_20150317_002243	[Stop] can also stop boss monsters but once released, it will not be stopped again.
SKILL_20150317_002244	Back Masking : Panic
SKILL_20150317_002245	敌人 provoked after using [Back Masking] wil fall under [Panic] for 2 秒 每特性等级.
SKILL_20150317_002246	多重射击: 暴击率
SKILL_20150317_002247	[多重射击] 每特性等级增加1%暴击率.
SKILL_20150317_002248	满弦 : 击退 Distance
SKILL_20150317_002249	The pushing force of the skill [满弦] is 增加d by 50.
SKILL_20150317_002250	满弦 : Charging Speed
SKILL_20150317_002251	The charging speed of [满弦] skill will be 减少d by 0.5 sec per level.
SKILL_20150317_002252	跪射 : 暴击率
SKILL_20150317_002253	Chance of critical will 增加 by 2% 每特性等级 in [跪射].
SKILL_20150317_002254	Cure : Make 伤害
SKILL_20150317_002255	魔法阵 period of [Cure] 减少 by 0.2 秒.
SKILL_20150317_002256	Divine
SKILL_20150317_002257	[Heel] 1 only sacred 攻击 for each level of 5 秒 when I stepped on the skills to ally 增加
SKILL_20150317_002258	治疗: Generate additional
SKILL_20150317_002259	Receive [治疗] at 2% chance 每特性等级 when using [治疗].
SKILL_20150317_002260	Deprotected Zone: Follow 敌人
SKILL_20150317_002261	魔法阵 of [Deprotected Zone] follows the monsters nearby.
SKILL_20150317_002262	Deprotected Zone: Retention time
SKILL_20150317_002263	魔法阵 持续时间 of [Deprotected zone] 增加 by 1 second 每特性等级.
SKILL_20150317_002264	Divine Might: Demon Type 伤害
SKILL_20150317_002265	Give 伤害 of 100% of 魔法 攻击 when demon type monster enters 魔法阵 of [Divine Might].
SKILL_20150317_002266	Aspersion : 减少 物理防御
SKILL_20150317_002267	[Aspersion] reduce defense of monster by 8% 每特性等级. 圣 水 consumed 增加 to 2.
SKILL_20150317_002268	Monstrance: Follow enenmy
SKILL_20150317_002269	魔法阵 of [Monstrance] follows monsters nearby.
SKILL_20150317_002270	Monstrance: Evasion Defense
SKILL_20150317_002271	When allies are within [Monstrance] 魔法阵, evasion 以及 物理防御 of target 增加 by 2% 每特性等级.
SKILL_20150317_002272	Blessing: Number of 攻击
SKILL_20150317_002273	Number of 攻击 of [Blessing] 增加 by 1 per level.
SKILL_20150317_002274	Blessing: Additional buff
SKILL_20150317_002275	Number of targets of [Blessing] 增加 by 1 每特性等级.
SKILL_20150317_002276	Sacrament: 闇属性 抗性
SKILL_20150317_002277	Dark 抗性 增加 by 5 per attribute levvel while [Sacrament] is activated.
SKILL_20150317_002278	Resurrection: HP 恢复
SKILL_20150317_002279	Character was revived through skill [Resurrection] will recover 10% of max. HP per level.
SKILL_20150317_002280	Resurrection: Resurrection count
SKILL_20150317_002281	Number of targets revived by [Resurrection] 增加 by 1 每特性等级.
SKILL_20150317_002282	Blunt Mastery: Stun
SKILL_20150317_002283	敌人 攻击ed using [Blunt] type basic 攻击 has 2% chance 每特性等级 of being Stunned.
SKILL_20150317_002284	Krivi: 火 attribute 抗性
SKILL_20150317_002285	Character's 火 抗性 增加 by 5 每特性等级 while 闇　抗性 减少 by 3 每特性等级.
SKILL_20150317_002286	Zalciai: Intelligence
SKILL_20150317_002287	Effect of [Zalciai] to clerics is changed from STR to INT.
SKILL_20150317_002288	Divine Stigma: intelligence
SKILL_20150317_002289	Strength 增加 but intelligence 减少 by 20% per level when using [Divine Stigma].
SKILL_20150317_002290	Zaibas: Splash
SKILL_20150317_002291	[Zaibas] is affected by splash 以及 inflicts 伤害 on multiple target at once. (total count does not change)
SKILL_20150317_002292	Daino: 持续时间
SKILL_20150317_002293	持续时间 of skill [Daino] will 增加 by 40 秒 每特性等级.
SKILL_20150317_002294	Hexing: Splash
SKILL_20150317_002295	Splash is 增加d by 1 每特性等级 in [Hexing].
SKILL_20150317_002296	Effigy: blind
SKILL_20150317_002297	敌人 攻击ed with [Effigy] falls under [Blind] state at chance of 5% 每特性等级.
SKILL_20150317_002298	Ogouveve: 减少 Strength
SKILL_20150317_002299	Strength of 敌人 within [Ogouveve] 减少 by 2 每特性等级.
SKILL_20150317_002300	Damballa: Probability of zombie appearance
SKILL_20150317_002301	Chance of new zombie appearing 增加 by 2% 每特性等级 when using [Damballa].
SKILL_20150317_002302	Bwa Kayiman: zombie defense
SKILL_20150317_002303	物理防御ese of zombies in [Bwa Kayiman] 增加 by 3 每特性等级.
SKILL_20150317_002304	Mackangdal: Cumulative 伤害
SKILL_20150317_002305	伤害 accumulated 减少 by 10% per level while [Madangkal] is enabled.
SKILL_20150317_002306	Creating zombie: zombify
SKILL_20150317_002307	Max. number of zomebies in [Zombify] 增加 by 1 每特性等级.
SKILL_20150317_002308	Carve: acquisition probability
SKILL_20150317_002309	Chance of acquiring materials through [Carve] 增加 by 5% 每特性等级.
SKILL_20150317_002310	Sculptor
SKILL_20150317_002311	[Carve] skills gives the additional 伤害 of 5% for each level in the plant type monster
SKILL_20150317_002312	Owl image: Number maintained
SKILL_20150317_002313	Number of skill [Owl Image] maintained 增加 by 1 per level.
SKILL_20150317_002314	Owl image: Flame
SKILL_20150317_002315	According to the skill about 5% of 魔法 伤害 of characters of 5 秒 at 5% of probability for each level each time it is the 敌人 攻击ed in the owl 

image] skills of 攻击 of state [flame]
SKILL_20150317_002316	Piece of Big tree: Pull
SKILL_20150317_002317	Pull 敌人 within range of skill [Piece of Big Tree].
SKILL_20150317_002318	Dievdirbys : 伤害 of Plant Type
SKILL_20150317_002319	[Blunt object] gives additional 伤害 about 10% of the 物理 攻击 of each 特性等级 to plant type monsters when worn.
SKILL_20150317_002320	Zemyna Statue: 持续时间
SKILL_20150317_002321	持续时间 of [Zemyna Statue] 增加 by 2 秒 每特性等级.
SKILL_20150317_002322	Out of Body: Moving distance
SKILL_20150317_002323	Maximum distance that can be moved using [Astral Projection] 增加 by 1m per level
SKILL_20150317_002324	Out of Body: Avoidance
SKILL_20150317_002325	While the [Astral Projection] is enabled, evasion of body 增加 by 10% 每特性等级.
SKILL_20150317_002326	Astral Body Explosion : Knock down
SKILL_20150317_002327	敌人 hit by [Astral Body Explosion] falls down.
SKILL_20150317_002328	Prakriti: HP 恢复
SKILL_20150317_002329	Recovers up 5% of max. HP 每特性等级 when using [Prakriti].
SKILL_20150317_002330	Body Basic 攻击 : 敌人 物理防御 减少
SKILL_20150317_002331	敌人 hit with normal 攻击 in spirit state falls under [Defense Weakening] by 5% chance 每特性等级.
SKILL_20150317_002332	Resist Elements: Resist
SKILL_20150317_002333	火, 冰, Eletric 抗性 增加 by 5 以及 Poison, Earth 抗性 减少 by 5 每特性等级 when using [Resists Elements]
SKILL_20150317_002334	Barrier: 穿刺 伤害
SKILL_20150317_002335	穿刺 伤害 of allies within [Barrier] 增加 by 10%
SKILL_20150317_002336	Barrier: 圣 伤害
SKILL_20150317_002337	敌人 hit by skill [Barrier] received 20% of 魔法 攻击 as 圣 伤害 每特性等级.
SKILL_20150317_002338	Smite : Falling 伤害
SKILL_20150317_002339	Inflict 伤害 of 50% of 物理 攻击 when 敌人 flown in air by [Smite] falls on the ground.
SKILL_20150317_002340	Turn Undead: spirit
SKILL_20150317_002341	Instant death probability of skill [Turn Undead] also affects your spirit.
SKILL_20150317_002342	Conversion: 增加 Strength
SKILL_20150317_002343	Strength of monsters converted with Conversion] 增加 by 10%.
SKILL_20150317_002344	[Both hands bow] to the public type monster when mounted I will give a 20% additional 伤害 of 物理 攻击.
SKILL_20150317_002345	斜射: Slow
SKILL_20150317_002346	When the skill [Swift step] is enabled, 敌人 攻击ed with [斜射] falls under [Slow] at 5% rate 每特性等级.
SKILL_20150317_002347	多重射击 -SP 恢复
SKILL_20150317_002348	[多重射击] is characteristic Lv x 5% SP 恢复 when hit in the critical
SKILL_20150317_002349	Swift step: Critical
