ITEM_20150317_000001	空_头盔 
ITEM_20150317_002003	Minotaur Card 
ITEM_20150317_002004	Mirtis Card 
ITEM_20150317_002005	Bebraspion Card 
ITEM_20150317_002006	Bearkaras Card 
ITEM_20150317_002007	Velorchard Card 
ITEM_20150317_002008	Vubbe Fighter Card 
ITEM_20150317_002009	Red Vubbe Fighter Card 
ITEM_20150317_002010	Bramble Card 
ITEM_20150317_002011	Biteregina Card 
ITEM_20150317_002012	Cyclops Card 
ITEM_20150317_002013	Saltistter Card 
ITEM_20150317_002014	Salamander Card 
ITEM_20150317_002015	Shadowgaler Card 
ITEM_20150317_002016	Stone Whale Card 
ITEM_20150317_002017	Schnaimm Card 
ITEM_20150317_002018	Scorpio Card 
ITEM_20150317_002019	Specter Lord Card 
ITEM_20150317_002020	Throneweaver Card 
ITEM_20150317_002021	Ironbaum Card 
ITEM_20150317_002022	Archon Card 
ITEM_20150317_002023	Abomination Card 
ITEM_20150317_002024	Unknocker Card 
ITEM_20150317_002025	Achat Card 
ITEM_20150317_002026	Ellaganos Card 
ITEM_20150317_002027	Yekub Card 
ITEM_20150317_002028	Jonazolem Card 
ITEM_20150317_002029	Werewolf Card 
ITEM_20150317_002030	Unicorn Card 
ITEM_20150317_002031	Iltiswort Card 
ITEM_20150317_002032	Giant Redwood Card 
ITEM_20150317_002033	Giant Wood Goblin Card 
ITEM_20150317_002034	Chapparition Card 
ITEM_20150317_002035	Chafer Card 
ITEM_20150317_002036	Carapace Card 
ITEM_20150317_002037	Kepa Chieftain Card 
ITEM_20150317_002038	Colimencia Card 
ITEM_20150317_002039	Clymen Card 
ITEM_20150317_002040	Kirmellich Card 
ITEM_20150317_002041	Tutu Card 
ITEM_20150317_002042	Tomb Lord Card 
ITEM_20150317_002043	Poata Card 
ITEM_20150317_002044	Sequoia Card 
ITEM_20150317_002045	Harpia Card 
ITEM_20150317_002046	Honeypin Card 
ITEM_20150317_002047	Helgacercle Card 
ITEM_20150317_002048	Specter of Dazzlement Card 
ITEM_20150317_002049	Hydra Card 
ITEM_20150317_002050	Rajapearl Card 
ITEM_20150317_002051	Corrupted Card 
ITEM_20150317_002052	Lepus Card 
ITEM_20150317_002053	Sparnas Card 
ITEM_20150317_002054	Sparnasman Card 
ITEM_20150317_002055	Cerberus Card 
ITEM_20150317_002056	Capria Card 
ITEM_20150317_002057	Nepenthes Card 
ITEM_20150317_002058	Shimof Card 
ITEM_20150317_002059	Gray Golem Card 
ITEM_20150317_002060	Naktis Card 
ITEM_20150317_002061	Link Roller Card 
ITEM_20150317_002062	Dullahan Card 
ITEM_20150317_002063	Litelis Card 
ITEM_20150317_002064	Nuael Card 
ITEM_20150317_002065	Neob Card 
ITEM_20150317_002066	Blut Card 
ITEM_20150317_002067	Glackuman Card 
ITEM_20150317_002068	Tetraox Card 
ITEM_20150317_002069	Basilisk Card 
ITEM_20150317_002070	Gremlin Card 
ITEM_20150317_002071	Plokske Card 
ITEM_20150317_002072	Wooden Hongan Card 
ITEM_20150317_002073	Velnewt Card 
ITEM_20150317_002074	Velpede Card 
ITEM_20150317_002075	Pyroego Card 
ITEM_20150317_002076	Mandara Card 
ITEM_20150317_002077	Lithorex Card 
ITEM_20150317_002078	Nuodai Card  
ITEM_20150317_002079	Centaur Card 
ITEM_20150317_002080	Yeti Card 
ITEM_20150317_002081	Progolla Card 
ITEM_20150317_002082	Marionette Card 
ITEM_20150317_002083	Kanseril Card 
ITEM_20150317_002084	Krabil Card 
ITEM_20150317_002085	Megaphone 
ITEM_20150317_002086	Amplifies your voice.{nl}Use [/y 'chat'] to send your message to all maps in your server. 
ITEM_20150317_002087	Vubbe Magic Stone 
ITEM_20150317_002088	A quest item obtained from monsters. 
ITEM_20150317_002089	A dark magic stone obtainable only from Vubbes that have been exposed to Crystals for a long period of time. 
ITEM_20150317_002090	Hanaming Petal  
ITEM_20150317_002091	Ingredient of a consumable item. {nl} Tradeable with NPCs. 
ITEM_20150317_002092	A sweet-smelling flower leaf. Obtained from Hanamings. 
ITEM_20150317_002093	LV2 Treasure Chest Key 
ITEM_20150317_002094	Key 
ITEM_20150317_002095	A key to open a LV2 Treasure Chest. 
ITEM_20150317_002096	LV3 Treasure Chest Key 
ITEM_20150317_002097	A key to open a LV3 Treasure Chest. 
ITEM_20150317_002098	LV4 Treasure Chest Key 
ITEM_20150317_002099	A key to open a LV4 Treasure Chest. 
ITEM_20150317_002100	LV5 Treasure Chest Key 
ITEM_20150317_002101	A key to open a LV5 Treasure Chest. 
ITEM_20150317_002102	Kepa Stem 
ITEM_20150317_002103	Item obtained from a monster. 
ITEM_20150317_002104	Long stem that tastes slightly spicy. {nl}Obtained from Kepas. 
ITEM_20150317_002105	Leaf Bug Shell 
ITEM_20150317_002106	Thin back shell. A faint pattern is visible. Obtained from Leaf Bugs. 
ITEM_20150317_002107	Chinency Leaf 
ITEM_20150317_002108	A leaf that tastes slightly bitter. It becomes thicker as it gets closer to the stem. Obtained from Chinencys. 
ITEM_20150317_002109	Infro Rocktor Shell 
ITEM_20150317_002110	A sturdy shell with a hexagonal pattern on it. Obtained from Infro Rocktors. 
ITEM_20150317_002111	Chupacabra Tooth 
ITEM_20150317_002112	Small and sharp tooth. Obtained from a Chupacabra. 
ITEM_20150317_002113	Weaver Feeler 
ITEM_20150317_002114	A blunt feeler with a hairy surface. Obtained from Weavers. 
ITEM_20150317_002115	Pokubu Skin 
ITEM_20150317_002116	Gray leather. Obtained from Pokubus. 
ITEM_20150317_002117	Jukopus Leaf 
ITEM_20150317_002118	It is wide and wrinkly. Obtained from Jukopuses. 
ITEM_20150317_002119	Red Kepa Crystal 
ITEM_20150317_002120	The crystal formation found inside the plant comes from the solidification of its sap. Obtained from Red Kepas. 
ITEM_20150317_002121	Large Monster Leaf 
ITEM_20150317_002122	Material obtained from monsters. Used for crafting. 
ITEM_20150317_002123	Proof of Vubbe 
ITEM_20150317_002124	A charm carried by Vubbes. It's very crudely made. Obtained from Vubbes. 
ITEM_20150317_002125	Stone Orca Core 
ITEM_20150317_002126	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Stone Orcas. 
ITEM_20150317_002127	Crystal Spider Feelers 
ITEM_20150317_002128	Slim, black feelers. Obtained from Crystal Spiders. 
ITEM_20150317_002129	Yekubite Feeler 
ITEM_20150317_002130	Thin and sharp feelers. Obtained from Yekubites. 
ITEM_20150317_002131	Panto Horn 
ITEM_20150317_002132	It can be used to craft many tools thanks to its hardness. Obtained from Pantos. 
ITEM_20150317_002133	Zignuts Stem 
ITEM_20150317_002134	The stem can be processed into fabric. Not suitable for eating. Obtained from Zignuts. 
ITEM_20150317_002135	Butterfly Wing 
ITEM_20150317_002136	Care is required as it's very brittle. 
ITEM_20150317_002137	Seed's Seed 
ITEM_20150317_002138	Firent Flower 
ITEM_20150317_002139	A red flower that only blooms on Firent. It has noticeably large petals. Obtained from Firent. 
ITEM_20150317_002140	Egnome Core 
ITEM_20150317_002141	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Egnomes. 
ITEM_20150317_002142	Yognome Core 
ITEM_20150317_002143	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Yognomes. 
ITEM_20150317_002144	Violet Leaf 
ITEM_20150317_002145	Rafflet Flower 
ITEM_20150317_002146	Tanu Stem 
ITEM_20150317_002147	Thick, thorny stem. Not suitable for eating. Obtained from Tanus. 
ITEM_20150317_002148	Beetow Feeler 
ITEM_20150317_002149	Green monster feeler. Its leatherlike toughness makes it useful as string. Obtained from Beetows. 
ITEM_20150317_002150	Maize Spore Pocket 
ITEM_20150317_002151	Ultanun Feather 
ITEM_20150317_002152	Feather of a common bird. Obtained from Ultanuns. 
ITEM_20150317_002153	Karkash Mushroom 
ITEM_20150317_002154	Mushroom that only grows on Karkash. Unpopular due to its nasty taste. Obtained from Karkashs. 
ITEM_20150317_002155	Elravine Bone 
ITEM_20150317_002156	Woopent Bark 
ITEM_20150317_002157	Long wooden bark. It has many uses. Obtained from Woopents. 
ITEM_20150317_002158	Mantiwood Wing 
ITEM_20150317_002159	Unlike other insect wings, it is smooth and flexible. Obtained from Mantiwoods. 
ITEM_20150317_002160	Thornball Thorn 
ITEM_20150317_002161	It is light and fragile due to its empty core. Obtained from Thornballs. 
ITEM_20150317_002162	Operor Thorn 
ITEM_20150317_002163	Due to its small size, only experienced crafters are able to use this properly. Obtained from Operors. 
ITEM_20150317_002164	Bagworm Shell 
ITEM_20150317_002165	Although too soft to be called a 'shell', a fabric can be made from it. Obtained from Bagworms. 
ITEM_20150317_002166	Truffle Crystal 
ITEM_20150317_002167	This crystal was formed by solidification of sap inside the plant comes from the solidification of its sap. Obtained from Truffles. 
ITEM_20150317_002168	Mesium Stem 
ITEM_20150317_002169	People sometimes boil this stem to make a drink that curbs hunger. Obtained from Mesiums. 
ITEM_20150317_002170	Merog Heart 
ITEM_20150317_002171	Not used as a food, but often used for magic research. Obtained from Merogs. 
ITEM_20150317_002172	Chafperor Wing 
ITEM_20150317_002173	A transparent wing. Obtained from Chafperors. 
ITEM_20150317_002174	Catacomb Leafbug Shell 
ITEM_20150317_002175	Thin back shell. A faint pattern is visible. Obtained from Catacomb Leafbugs. 
ITEM_20150317_002176	Candle 
ITEM_20150317_002177	A lantern would be nice, but a candle can also be a great source of light. 
ITEM_20150317_002178	Catacomb Maggot Feeler 
ITEM_20150317_002179	Tontooth Thorn 
ITEM_20150317_002180	Small but enough to inflict pain. Obtained from Tontooths. 
ITEM_20150317_002181	Pino Leaf 
ITEM_20150317_002182	A small leaf that looks like a fish scale. Obtained from Pinos. 
ITEM_20150317_002183	Geppetto Stem 
ITEM_20150317_002184	Frequently used in bowcrafting due to its flexible properties. Obtained from Geppettos. 
ITEM_20150317_002185	Zinute Skin 
ITEM_20150317_002186	It shows a defined geometry. A special process is required before use due to its hardness, which is like metal. Obtained from Zinutes. 
ITEM_20150317_002187	Desert Chupacabra Meat 
ITEM_20150317_002188	Quite tough due to the muscle fibers but has a savory taste. Obtained from Desert Chupacabras. 
ITEM_20150317_002189	Wendigo Tooth 
ITEM_20150317_002190	A tooth hard enough to bite through strong wood. Obtained from Wendigos. 
ITEM_20150317_002191	Sauga Core 
ITEM_20150317_002192	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Saugas. 
ITEM_20150317_002193	Lauzinute Skin 
ITEM_20150317_002194	It is stronger than Zinute Skin. Obtained from Lauzinutes. 
ITEM_20150317_002195	Hogma Tooth 
ITEM_20150317_002196	Similar to a human tooth but larger. Obtained from Hogmas. 
ITEM_20150317_002197	Varv Feeler 
ITEM_20150317_002198	Whether this item has any practical use is still unclear. Obtained from Varvs. 
ITEM_20150317_002199	Zinutekas Core 
ITEM_20150317_002200	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Zinutekases. 
ITEM_20150317_002201	Vesper Counterweight 
ITEM_20150317_002202	It is still unknown as to why Vespers carry a counterweight. It certainly prevents them from flying higher. Obtained from Vespers. 
ITEM_20150317_002203	Vikaras Core 
ITEM_20150317_002204	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Vikarases. 
ITEM_20150317_002205	Schtain Core 
ITEM_20150317_002206	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Schtains. 
ITEM_20150317_002207	Wheelen Core 
ITEM_20150317_002208	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Wheelens. 
ITEM_20150317_002209	Rusrat Core 
ITEM_20150317_002210	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Rusrats. 
ITEM_20150317_002211	Mauros Core 
ITEM_20150317_002212	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Mauroses. 
ITEM_20150317_002213	Wax 
ITEM_20150317_002214	Although this can be found from many monsters, it's most easily obtainable from Treeambulo. 
ITEM_20150317_002215	Short Tree Leaf 
ITEM_20150317_002216	A rather stiff leaf. Obtained from Short Trees. 
ITEM_20150317_002217	Long Arm Tree Crystal 
ITEM_20150317_002218	This crystal formation found inside the plant comes from the solidification of its sap. Obtained from Long Arm Trees. 
ITEM_20150317_002219	Infro Birk Shell 
ITEM_20150317_002220	A shellpiece that can withstand heavy impact despite its thin appearance. Obtained from Infro Birks. 
ITEM_20150317_002221	Zolem Core 
ITEM_20150317_002222	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Zolems. 
ITEM_20150317_002223	Cemetery Golem Core 
ITEM_20150317_002224	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Cemetary Golems. 
ITEM_20150317_002225	Hallowventer Spirit Matter 
ITEM_20150317_002226	A physical manifestation of a strong spirit. You might become possessed if you handle it without a safety device. Obtained from Hallowventers. 
ITEM_20150317_002227	Big Cockatrice Heart 
ITEM_20150317_002228	The heart of a beast. Similar physiological layout to the human heart. Obtained from Big Cockatrices. 
ITEM_20150317_002229	Drake Meat 
ITEM_20150317_002230	Must be cooked for a very long time due to its resistance to fire. Because of this slow cooking, however, it is extremely delicious. Obtained from Drakes. 
ITEM_20150317_002231	Phyracon Leaf 
ITEM_20150317_002232	Red colored leaf. Obtained from Phyracon. 
ITEM_20150317_002233	Shaman Doll Core 
ITEM_20150317_002234	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Shaman Dolls. 
ITEM_20150317_002235	Slime Piece 
ITEM_20150317_002236	Due to its soft, spongy texture, it has no use except for magical research. Obtained from Slimes. 
ITEM_20150317_002237	Arma Thorn 
ITEM_20150317_002238	Very thick and strong. Obtained from Armas. 
ITEM_20150317_002239	Green Drake Tooth 
ITEM_20150317_002240	Handle it with care, as it can drip an acid from the tip. Obtained from Green Drakes. 
ITEM_20150317_002241	Flask Piece 
ITEM_20150317_002242	Always be careful of broken glass shards. Obtained from Flasks. 
ITEM_20150317_002243	Red Hook 
ITEM_20150317_002244	If you don't need a hook, you can melt this to make something else. Obtained from Red Nudock Hooks. 
ITEM_20150317_002245	Black Shaman Doll Core 
ITEM_20150317_002246	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelesly. Obtained from Tama. 
ITEM_20150317_002247	Dimmer Marble 
ITEM_20150317_002248	The fiery color makes this very popular as a decoration. Obtained from Dimmers. 
ITEM_20150317_002249	Black Drake Heart 
ITEM_20150317_002250	Still beating, as if trying to prove its resilience. Obtained from Black Drakes. 
ITEM_20150317_002251	Rocktor Skin 
ITEM_20150317_002252	Usually used as a material for armor. Obtained from Rocktors. 
ITEM_20150317_002253	Venucelos Core 
ITEM_20150317_002254	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Venuceloses. 
ITEM_20150317_002255	Echad Core 
ITEM_20150317_002256	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Echads. 
ITEM_20150317_002257	Tama Core 
ITEM_20150317_002258	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Tamas. 
ITEM_20150317_002259	Lizardman Tooth 
ITEM_20150317_002260	If you can handle the savage Lizardmen, this tooth can be a worthy trophy. Obtained from Lizardmen. 
ITEM_20150317_002261	Hook 
ITEM_20150317_002262	If you don't need a hook, you can melt this to make something else. Obtained from Nudock Hooks. 
ITEM_20150317_002263	Winged Frog Core 
ITEM_20150317_002264	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Winged Frogs. 
ITEM_20150317_002265	Cockatrice Bone 
ITEM_20150317_002266	This is not a leftover chicken bone. Obtained from Cockatrices. 
ITEM_20150317_002267	Drake Horn 
ITEM_20150317_002268	The hardness of this horn makes it suitable to be used as a weapon. Obtained from Drakes. 
ITEM_20150317_002269	Groll Horn 
ITEM_20150317_002270	This is the main reason people hunt Grolls. Obtained from Grolls. 
ITEM_20150317_002271	Blue Fragaras Stem 
ITEM_20150317_002272	It is closer to a tendon than a stem. Obtained from Blue Fragarases. 
ITEM_20150317_002273	Vekarabe Shell 
ITEM_20150317_002274	Feels as if it is made of rock. Obtained from Vekarabes. 
ITEM_20150317_002275	Boowook Core 
ITEM_20150317_002276	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. Obtained from Boowooks. 
