QUEST_LV_0200_20150317_000001	Philip's soldiers
QUEST_LV_0200_20150317_000987	Oil barrels are spread out in Mikolas Brewery. You must get rid of those first. {nl}And mister Dorjen.. Please help us.
QUEST_LV_0200_20150317_000988	Brewer Dorjen
QUEST_LV_0200_20150317_000989	What would the revelator want from me. {nl}
QUEST_LV_0200_20150317_000990	Huh? Aren't these my cork screws? {nl}Did you ruin my plans? {nl}
QUEST_LV_0200_20150317_000991	Don't think of stopping me. {nl}I want to blow them off even if it would cost me my brewery. {nl}I don't trust the revelators anymore.
QUEST_LV_0200_20150317_000992	The monsters ruined the beefarm and brewery. {nl}So Jozef went to 克拉佩达 to look for revelator who could help us. {nl}{NP}I thought the problem would be solved but guess what happened. {nl}They started disappearing one by one. They backed out. Those cowards.
QUEST_LV_0200_20150317_000993	Calm down? Do I look like I can calm down? {nl}Okay. Maybe I can calm down if you get my masterpiece liquor from the mead warehouse. {nl}That's if you can get it.
QUEST_LV_0200_20150317_000994	I'm not sure if you can get that. {nl}You must know that if you fail, I will burn down my workshop.
QUEST_LV_0200_20150317_000995	Oh my, did you really get that? {nl}I thought you would give up because of the monsters.. That's awesome.
QUEST_LV_0200_20150317_000996	Alright. I lost. I will not burn down my workshop as promised. {nl}But I can't let off my anger. All the years that I've worked on.. because of those monsters..{nl}
QUEST_LV_0200_20150317_000997	Thank you very much. {nl}I will feel much better if you do that.
QUEST_LV_0200_20150317_000998	I won't think about burning down the forest again. {nl}I'm sure a person with abilities like you can save our village.
QUEST_LV_0200_20150317_000999	That is enough. Jozef did send a great talent. {nl}Anyway those monsters ruined my bee farm and brewery. {nl}
QUEST_LV_0200_20150317_001000	I guess I can trust you unlike other revelators. {nl}If it's alright, can you go to Maras in Three Brooks Wood?
QUEST_LV_0200_20150317_001001	Kyrina
QUEST_LV_0200_20150317_001002	I followed because I was worried about Darren but what do I do? {nl}There are too many monsters and I'm worried how I should go back.
QUEST_LV_0200_20150317_001003	The monsters here all seem like they're possessed by something and it's scary. {nl}Well, our honey really is sweet after all.
QUEST_LV_0200_20150317_001004	Thank you. I don't know how I came until here..{nl}Oh my. The bees that were once so grateful have now become monsters, what an irony.
QUEST_LV_0200_20150317_001005	Cleopas
QUEST_LV_0200_20150317_001006	I can't take it anymore. Do you know Mokolas? {nl}Oh you wouldn't know. He's a guy I really adore. {nl}
QUEST_LV_0200_20150317_001007	He started getting mad at me since some time ago and now he wouldn't even look at me. {nl}I have no clue why. I should know the reason at least to apologize or something.
QUEST_LV_0200_20150317_001008	Oh, that is some sweet advice. {nl}He wouldn't get mad at someone he sees for the first time, would he?
QUEST_LV_0200_20150317_001009	Why do you think he is mad? {nl}Can you guess why?
QUEST_LV_0200_20150317_001010	Mikolas
QUEST_LV_0200_20150317_001011	Oh Cleopas.. What a shame on him to ask someone else's help. {nl}He borrowed my brewing machine, sold it somewhere, and now acts like he doesn't know about it?
QUEST_LV_0200_20150317_001012	How could he do that to me when I was so good to him? {nl}He even lied about it. He said he placed it in front of my workshop but I never received it.
QUEST_LV_0200_20150317_001013	Is Micolas not ready yet?
QUEST_LV_0200_20150317_001014	How could he do this to me?{nl}Micolas..
QUEST_LV_0200_20150317_001015	What? That doesn't make sense.{nl}I really left it at my brother's workplace.{nl}
QUEST_LV_0200_20150317_001016	Ah, probably.. it may have been done by Elite Chuparuka.{nl}I saw it licking the brewing device. {nl}Can I request it one more time? What do you think?
QUEST_LV_0200_20150317_001017	Thank you so much!{nl}I saw an Elite Chuparuka Dvikcoji Rest Area.{nl}If you find the brewing device by any chance, please let Mikolas know.
QUEST_LV_0200_20150317_001018	I hope the Elite Chuparuka took it.{nl}If not.. I don't wanna see his disappointed face.
QUEST_LV_0200_20150317_001019	Oh, Isn't that my brewing device?{nl}Where did you get it?
QUEST_LV_0200_20150317_001020	Oh my god. I owe you a lot.{nl}And my Cleopas.. I can't lift up my face.{nl}
QUEST_LV_0200_20150317_001021	I have a favor to ask you.{nl}Please obtain some royal jelly and hand it over to Cleopas.{nl}Cleopas really likes it.
QUEST_LV_0200_20150317_001022	Us?{nl}We are best friends who grew up in the same village.{nl}
QUEST_LV_0200_20150317_001023	By the way, why are you asking?
QUEST_LV_0200_20150317_001024	Ahah, thank you so much.{nl}You will be able to obtain royal jellies form the monsters nearby.
QUEST_LV_0200_20150317_001025	If it weren't you, we would have never gotten closer again.
QUEST_LV_0200_20150317_001026	Um? Isn't this royal jellly?{nl}Micolas.. It is so fortunate. I was able to get rid of the misunderstanding because of you.{nl}May the Austeya bless you.
QUEST_LV_0200_20150317_001027	Maras
QUEST_LV_0200_20150317_001028	Was it you who Jojeff was looking for? {nl}I don't care if not. {nl}If you don't help me, you will be the same as those revelators who ran away.{nl}
QUEST_LV_0200_20150317_001029	Anyways. I trusted the disciples, but I can't stand anymore.{nl}That's why I want to hire someone who is skillful like you. {nl}I will compensate you enough.
QUEST_LV_0200_20150317_001030	Anyone would know that it's because of the honey, but I don't know know what the disciples are doing.
QUEST_LV_0200_20150317_001031	I made a request at 克拉佩达, but they are not responding since they have a lack of soldiers.{nl}And it is not easy to hire merceneries in this era.{nl}
QUEST_LV_0200_20150317_001032	Then the ones that are left are the revelators.{nl}You looking for the goddess? we have the goddess in our village too.
QUEST_LV_0200_20150317_001033	Look carefully on the unbroken bee boxes.{nl}You could maybe obtain some bee boxes that are in good status.
QUEST_LV_0200_20150317_001034	Oh, this is quite big.{nl}Well done.
QUEST_LV_0200_20150317_001035	You go back to Bulbini Farm.{nl}If we could provide a proof that it was due to the honey, the disciples would not only think about the altar.{nl}
QUEST_LV_0200_20150317_001036	There are many altars around here.{nl}You know it already right? They are all created to praise Austeya Goddess.
QUEST_LV_0200_20150317_001037	The disciples are only concentrating on the altars so they don't care whether we die in hunger or not.{nl}They think everything will be solved if they pray hard.{nl}That's why we decided to take an action.
QUEST_LV_0200_20150317_001038	The bee box with that size, monsters will be lured to it.
QUEST_LV_0200_20150317_001039	How about it? Can you sense something?
QUEST_LV_0200_20150317_001040	No response?{nl}Damn.. so he wasn't just going after the honey?{nl}
QUEST_LV_0200_20150317_001041	The monsters were gathered near Bichiu Altar so I thought the honey was being collected there.{nl}If it wasn't for the honey, maybe there is a cause for it there.
QUEST_LV_0200_20150317_001042	You will see Bichiu Altar when you go down the road from here. {nl}If you see something suspicious, please bring it to me.
QUEST_LV_0200_20150317_001043	You came sooner than I expected.{nl}How about it? Did you check it?
QUEST_LV_0200_20150317_001044	So the monsters were going after this fragment?{nl}This is my first time seeing it.. I should first check Gaudeji Altar up there.
QUEST_LV_0200_20150317_001045	If something suspicous comes out like a while ago, please hand it over to Ramar who is near the tree observatory tower.{nl}I really.. don't know.
QUEST_LV_0200_20150317_001046	Ramar
QUEST_LV_0200_20150317_001047	Maras told you to show me this?{nl}This is the object that the disciples emphasized not to touch, was it broken like this originally?
QUEST_LV_0200_20150317_001048	I should listen to something from Maras.{nl}Something doesn't feel right.. what's it's use?
QUEST_LV_0200_20150317_001049	Ris
QUEST_LV_0200_20150317_001050	The monsters ruined all the fields so I should somehow try to start it all over again.{nl}Ah well, I confronted a honeypin so I just ran away without carrying anything.{nl}My agricultural equipment.. I don't know what to do from now.
QUEST_LV_0200_20150317_001051	Thank you so much.{nl}The place where I lost it is Shirushie Sunny Fields.{nl}Honeypins are huge and scary so don't try too hard if you can't handle them.
QUEST_LV_0200_20150317_001052	Ah. That's right. That's it.{nl}Everything will be okay if the villagers could take care of the monsters.
QUEST_LV_0200_20150317_001053	Valda
QUEST_LV_0200_20150317_001054	Maras told us to gather all empty bee box pieces, but I think it doesn't make sense at all.{nl}If we were to do that, we should defeat the monsters!{nl}
QUEST_LV_0200_20150317_001055	I beg you.{nl}Please think of it like saving a person and collect the bee box pieces for me.
QUEST_LV_0200_20150317_001056	Really? I am so touched.{nl}Ah, the location is Saltus bee farm.{nl}
QUEST_LV_0200_20150317_001057	I can't do it this time even if we lose all the honey that we will consume next year.{nl}We may be better off just worrying about the lost farming equipment like Ris.
QUEST_LV_0200_20150317_001058	Wow. So fragrant! {nl}Thank you so much. {nl}Ah, please keep it a secret from Maras.
QUEST_LV_0200_20150317_001059	We can't stop farming even if monsters are making a mess.{nl}The monsters are still scary. Can you help me? It's not that hard.
QUEST_LV_0200_20150317_001060	Really? Thank you!{nl}Please scatter these seeds on Radanja Farm. Then, I am counting on you!
QUEST_LV_0200_20150317_001061	After you scatter the seeds, they will grow by themselves.{nl}Of course, you should take care of them sometimes while avoiding monsters.
QUEST_LV_0200_20150317_001062	I am relieved for now.{nl}The rest will be okay when Maras and Ramar get rid of the monsters.
QUEST_LV_0200_20150317_001063	Disciple Raelie
QUEST_LV_0200_20150317_001064	Austeya Goddess is sealing two spots that are the source of the vicious energy.{nl}However, due to demons' continuous attacks, the seal is getting weaker.{nl}
QUEST_LV_0200_20150317_001065	That's why we lured the demons into demonic stones..{nl}Hasty behavior from the villagers created the trouble.
QUEST_LV_0200_20150317_001066	You can never say that you are not responsible for this.
QUEST_LV_0200_20150317_001067	I don't know if it is due to the Day of Divine Tree, but the vicious energy started to gather from deep inside the ground.{nl}The energy started to accumulate a lot and was about to explode.{nl}
QUEST_LV_0200_20150317_001068	Austeya Goddess is trying her best to seal that energy.{nl}If she doesn't do that, this forest would turn into Vine Forest.{nl}
QUEST_LV_0200_20150317_001069	The only living creatures are monsters.. I am talking about the land that much devastated.{nl}
QUEST_LV_0200_20150317_001070	I want to explain about the circumstances a bit, but the monsters will come this way soon.{nl}To prepare for this kind of moment, we've prepared the protecting stone on the edge of the village.
QUEST_LV_0200_20150317_001071	I am relieved by your words.{nl}If we don't protect this, the whole Siaulai forest may be destroyed so I am counting on you.{nl}
QUEST_LV_0200_20150317_001072	I will explain it to you in details after you come back.{nl}Please get rid of the monsters.
QUEST_LV_0200_20150317_001073	I am now a little relieved.{nl}My greeting was a bit late. I am the disciple Raelie serving Austeya Goddess.
QUEST_LV_0200_20150317_001074	You mean the purification before?{nl}Unlike the other revelators who were lured to the vicious energy, I purifed you in the name of the goddess.{nl}
QUEST_LV_0200_20150317_001075	The goddesses already blessed the villagers, but they don't know about it well.{nl}The goddesses don't want chaos.
QUEST_LV_0200_20150317_001076	It is good to hear that you feel responsible for it.{nl}
QUEST_LV_0200_20150317_001077	We have something to gain from purifying those demons.{nl}Please obtain the branches of bee trees that are endowed with the power of the goddess near the village.
